ID_Cliente,Gasto_Total,Frecuencia_Compra,Valor_Promedio_Pedido,Dias_Ultima_Compra,Ingreso_Anual,Region
102048,1262,14,90.14,67,56859,Sur
102049,1736,28,62,80,92036,Este
102050,1386,20,69.3,72,47533,Sur
102051,7446,86,86.58,73,104174,Este
102052,1906,31,61.48,57,77782,Sur
102053,1538,15,102.53,69,128174,Centro
102054,3345,23,145.43,78,111141,Norte
102055,390,3,130,80,88878,Este
102056,1233,17,72.53,62,70949,Este
102057,5268,50,105.36,79,47056,Norte
102058,255,5,51,70,113513,Sur
102059,6339,48,132.06,77,44317,Este
102060,687,9,76.33,75,78138,Oeste
102061,15536,385,40.35,83,55897,Sur
102062,3761,87,43.23,79,30000,Norte
102063,2289,51,44.88,83,90724,Centro
102064,2578,18,143.22,86,77927,Centro
102065,1632,17,96,78,49784,Sur
102066,3741,69,54.22,82,65111,Centro
102067,8226,101,81.45,74,36569,Centro
102068,1152,18,64,78,73562,Este
102069,5236,40,130.9,55,128203,Sur
102070,4677,41,114.07,72,127116,Norte
102071,1868,24,77.83,63,60158,Oeste
102072,548,8,68.5,86,32209,Sur
102073,777,9,86.33,81,98173,Oeste
102074,4213,29,145.28,69,72777,Sur
102075,1350,22,61.36,79,52186,Sur
102076,3332,24,138.83,78,143826,Este
102077,5729,38,150.76,73,134522,Norte
102078,2673,32,83.53,66,114012,Sur
102079,16016,205,78.13,78,89324,Norte
102080,2053,39,52.64,74,48364,Sur
102081,4984,92,54.17,80,30000,Sur
102082,5583,40,139.57,71,101576,Centro
102083,3616,79,45.77,96,67129,Este
102084,1965,15,131,71,122215,Centro
102085,2867,23,124.65,81,52019,Oeste
102086,5240,95,55.16,80,30000,Sur
102087,3171,25,126.84,69,142902,Centro
102088,5449,47,115.94,78,30000,Norte
102089,3026,37,81.78,72,31136,Norte
102090,5223,37,141.16,89,54892,Sur
102091,967,6,161.17,69,30000,Centro
102092,6339,62,102.24,77,94658,Sur
102093,3320,26,127.69,89,56326,Norte
102094,12016,108,111.26,72,88811,Norte
102095,750,12,62.5,67,65060,Norte
102096,949,8,118.62,78,108432,Norte
102097,2761,39,70.79,75,128216,Centro
102098,1367,20,68.35,73,100627,Este
102099,455,3,151.67,73,30000,Sur
102100,356,4,89,85,75386,Oeste
102101,10204,82,124.44,62,72975,Norte
102102,220,2,110,64,92943,Oeste
102103,1366,11,124.18,81,76349,Norte
102104,140,3,46.67,76,93822,Centro
102105,17579,129,136.27,78,83955,Este
102106,955,10,95.5,62,74391,Centro
102107,1589,17,93.47,83,50240,Sur
102108,400,3,133.33,82,57827,Centro
102109,1062,22,48.27,88,71124,Norte
102110,1487,36,41.31,75,112947,Norte
102111,406,3,135.33,91,85059,Norte
102112,1203,21,57.29,80,57110,Centro
102113,763,16,47.69,79,45452,Centro
102114,889,15,59.27,76,101218,Norte
102115,2579,40,64.47,72,47147,Norte
102116,2027,41,49.44,84,63786,Oeste
102117,770,5,154,77,71400,Norte
102118,1047,9,116.33,72,114894,Oeste
102119,1245,10,124.5,90,104997,Norte
102120,3637,37,98.3,75,94415,Centro
102121,1191,11,108.27,83,61322,Sur
102122,9059,89,101.79,75,99838,Oeste
102123,11420,136,83.97,94,52962,Norte
102124,534,10,53.4,69,57163,Sur
102125,1375,11,125,83,57014,Sur
102126,1288,17,75.76,87,34462,Centro
102127,4283,38,112.71,63,64921,Centro
102128,4674,98,47.69,68,129189,Centro
102129,883,7,126.14,72,63264,Norte
102130,183,4,45.75,86,93555,Este
102131,805,7,115,76,144874,Centro
102132,1483,14,105.93,65,72440,Centro
102133,1448,15,96.53,82,91423,Este
102134,1989,28,71.04,66,84269,Este
102135,13863,305,45.45,78,160315,Norte
102136,1455,14,103.93,83,30000,Centro
102137,9060,83,109.16,76,30000,Sur
102138,9444,64,147.56,71,54041,Sur
102139,2430,35,69.43,75,95585,Centro
102140,3459,32,108.09,66,105871,Este
102141,177,2,88.5,71,97648,Centro
102142,93,1,93,75,57741,Este
102143,3308,43,76.93,67,169411,Centro
102144,431,6,71.83,74,138948,Centro
102145,1465,13,112.69,75,85287,Sur
102146,4127,83,49.72,91,30000,Norte
102147,4983,33,151,93,30000,Sur
102148,105,1,105,81,55538,Este
102149,215,3,71.67,88,48612,Centro
102150,5583,43,129.84,65,79299,Oeste
102151,2477,18,137.61,81,30000,Sur
102152,786,7,112.29,78,72208,Este
102153,2331,36,64.75,71,64540,Centro
102154,2896,63,45.97,78,30000,Norte
102155,4041,34,118.85,61,50448,Sur
102156,2740,24,114.17,71,56837,Centro
102157,1089,14,77.79,79,30000,Oeste
102158,1039,19,54.68,56,57013,Oeste
102159,618,5,123.6,68,53449,Oeste
102160,3103,25,124.12,101,60453,Oeste
102161,1448,13,111.38,69,100896,Centro
102162,1005,11,91.36,100,123157,Oeste
102163,32658,307,106.38,66,68216,Centro
102164,19710,265,74.38,75,30000,Centro
102165,5080,49,103.67,82,62163,Norte
102166,943,8,117.88,79,99938,Norte
102167,193,1,193,80,100318,Este
102168,1146,9,127.33,66,94397,Sur
102169,1741,12,145.08,70,103196,Centro
102170,1984,34,58.35,71,52826,Oeste
102171,558,5,111.6,81,88171,Centro
102172,2609,23,113.43,66,30000,Sur
102173,5782,105,55.07,75,58058,Oeste
102174,1316,17,77.41,80,78564,Centro
102175,1929,18,107.17,63,100215,Oeste
102176,1236,13,95.08,70,109841,Norte
102177,1523,12,126.92,88,77219,Norte
102178,3520,30,117.33,62,70673,Oeste
102179,5547,90,61.63,95,84375,Centro
102180,256,3,85.33,66,97795,Oeste
102181,2282,17,134.24,67,30000,Norte
102182,3453,30,115.1,88,92457,Norte
102183,8086,82,98.61,69,51578,Centro
102184,1253,30,41.77,78,30000,Norte
102185,1961,14,140.07,73,153330,Centro
102186,1015,11,92.27,63,86199,Norte
102187,550,7,78.57,73,84250,Centro
102188,6731,92,73.16,80,70548,Sur
102189,5344,36,148.44,79,110389,Centro
102190,2248,22,102.18,82,145107,Norte
102191,12774,252,50.69,85,55635,Norte
102192,7606,54,140.85,83,54732,Este
102193,14434,132,109.35,79,65137,Norte
102194,9980,71,140.56,67,68543,Oeste
102195,2359,38,62.08,82,46751,Sur
102196,321,3,107,85,102881,Norte
102197,875,18,48.61,78,73556,Sur
102198,5246,42,124.9,77,36241,Centro
102199,1932,15,128.8,71,82066,Centro
102200,1517,18,84.28,64,70935,Centro
102201,4588,84,54.62,78,68420,Sur
102202,3803,57,66.72,84,141738,Oeste
102203,3338,64,52.16,68,151148,Oeste
102204,890,10,89,69,98169,Norte
102205,1403,26,53.96,101,70153,Sur
102206,574,12,47.83,79,92730,Norte
102207,3102,44,70.5,75,79518,Norte
102208,1759,12,146.58,73,48069,Centro
102209,1381,30,46.03,81,55939,Sur
102210,3780,42,90,77,60784,Este
102211,7195,49,146.84,95,46428,Este
102212,1461,15,97.4,86,133270,Centro
102213,2317,18,128.72,76,67572,Sur
102214,568,10,56.8,83,102018,Centro
102215,1032,8,129,83,130199,Centro
102216,1488,11,135.27,86,30000,Este
102217,1005,10,100.5,83,59701,Norte
102218,82,2,41,80,30000,Centro
102219,6813,46,148.11,66,60165,Centro
102220,4301,38,113.18,78,41004,Este
102221,461,5,92.2,83,122548,Centro
102222,873,7,124.71,80,80897,Oeste
102223,10562,114,92.65,75,91611,Este
102224,1006,10,100.6,67,95676,Norte
102225,57,1,57,66,30000,Sur
102226,313,3,104.33,75,137528,Sur
102227,1467,30,48.9,63,110246,Centro
102228,485,5,97,86,45610,Norte
102229,536,12,44.67,77,71640,Este
102230,1225,10,122.5,70,99537,Norte
102231,1958,15,130.53,71,53165,Norte
102232,23920,164,145.85,64,103518,Centro
102233,7014,53,132.34,74,30000,Sur
102234,7879,129,61.08,70,133521,Centro
102235,582,14,41.57,82,155516,Este
102236,7926,59,134.34,70,78700,Sur
102237,5144,55,93.53,88,30000,Centro
102238,3429,27,127,96,131832,Norte
102239,1755,21,83.57,74,91312,Centro
102240,1467,11,133.36,77,30000,Centro
102241,4063,31,131.06,68,58808,Norte
102242,6459,45,143.53,72,91198,Centro
102243,842,10,84.2,81,71560,Sur
102244,1534,12,127.83,82,78713,Sur
102245,3420,32,106.88,91,48631,Oeste
102246,2205,18,122.5,80,105270,Norte
102247,5000,85,58.82,79,36889,Oeste
102248,3012,28,107.57,72,39770,Centro
102249,490,11,44.55,74,112913,Norte
102250,1930,14,137.86,88,67186,Norte
102251,851,8,106.38,78,101852,Norte
102252,10467,223,46.94,77,150431,Sur
102253,1208,8,151,75,62132,Este
102254,11251,167,67.37,82,87165,Norte
102255,5300,39,135.9,81,30000,Sur
102256,1367,24,56.96,77,30000,Norte
102257,1501,19,79,71,108400,Sur
102258,3975,46,86.41,77,81971,Sur
102259,2460,43,57.21,95,85163,Centro
102260,309,3,103,86,73331,Norte
102261,455,4,113.75,79,86387,Sur
102262,485,4,121.25,88,32783,Oeste
102263,1978,33,59.94,68,107623,Este
102264,615,11,55.91,74,66558,Centro
102265,1180,14,84.29,66,30000,Sur
102266,413,5,82.6,90,48655,Oeste
102267,3201,37,86.51,82,30000,Este
102268,2457,22,111.68,86,57847,Norte
102269,1383,10,138.3,75,42579,Sur
102270,3145,58,54.22,69,81801,Sur
102271,9588,69,138.96,60,30000,Oeste
102272,44,1,44,75,75541,Sur
102273,409,4,102.25,81,30000,Norte
102274,774,19,40.74,72,81761,Este
102275,279,4,69.75,90,98606,Centro
102276,3881,66,58.8,67,79105,Norte
102277,2262,21,107.71,76,102642,Norte
102278,8940,67,133.43,91,30000,Sur
102279,5813,54,107.65,85,30000,Sur
102280,6051,63,96.05,69,62160,Norte
102281,778,7,111.14,84,30000,Norte
102282,4878,36,135.5,76,133767,Centro
102283,2560,41,62.44,66,82811,Sur
102284,900,21,42.86,84,30000,Sur
102285,654,9,72.67,93,139069,Oeste
102286,1101,10,110.1,84,30000,Norte
102287,5303,101,52.5,69,104746,Norte
102288,2239,24,93.29,75,80566,Norte
102289,774,10,77.4,62,30000,Norte
102290,401,4,100.25,79,96591,Este
102291,3439,84,40.94,85,100560,Sur
102292,129,1,129,56,54021,Sur
102293,5477,117,46.81,70,52500,Centro
102294,821,15,54.73,75,62785,Este
102295,1085,9,120.56,61,51804,Centro
102296,1231,11,111.91,68,38464,Oeste
102297,167,2,83.5,78,91345,Centro
102298,3933,68,57.84,84,94354,Norte
102299,480,4,120,80,89929,Centro
102300,1158,8,144.75,89,125931,Sur
102301,2760,24,115,82,30000,Norte
102302,2115,23,91.96,76,30000,Oeste
102303,2825,27,104.63,68,30000,Centro
102304,1760,34,51.76,75,91348,Centro
102305,856,8,107,62,46033,Norte
102306,1429,28,51.04,96,166510,Norte
102307,1987,17,116.88,86,102304,Norte
102308,562,5,112.4,80,97815,Norte
102309,7397,50,147.94,69,127973,Centro
102310,340,3,113.33,66,55858,Norte
102311,589,6,98.17,75,106481,Norte
102312,13871,103,134.67,76,90740,Este
102313,1561,16,97.56,82,88804,Norte
102314,23452,318,73.75,83,106255,Norte
102315,836,8,104.5,66,86334,Centro
102316,1379,13,106.08,88,136051,Sur
102317,912,6,152,68,79673,Centro
102318,783,6,130.5,84,147202,Sur
102319,4003,78,51.32,86,96494,Este
102320,12105,175,69.17,63,56297,Centro
102321,7990,62,128.87,74,86589,Norte
102322,927,9,103,74,53157,Centro
102323,2219,26,85.35,80,40784,Este
102324,674,5,134.8,66,142631,Sur
102325,784,8,98,68,167309,Este
102326,2625,24,109.38,68,85684,Centro
102327,4823,73,66.07,86,51403,Centro
102328,1229,8,153.62,70,57762,Centro
102329,605,4,151.25,70,131085,Sur
102330,5399,41,131.68,81,84975,Centro
102331,23821,338,70.48,68,30000,Sur
102332,10751,137,78.47,60,112245,Centro
102333,880,6,146.67,84,133406,Este
102334,9898,171,57.88,80,86800,Este
102335,1730,18,96.11,89,43277,Sur
102336,1281,9,142.33,75,59020,Norte
102337,1410,32,44.06,79,105703,Centro
102338,1655,13,127.31,79,71907,Este
102339,1968,21,93.71,65,87237,Centro
102340,4276,45,95.02,71,62028,Este
102341,29461,729,40.41,85,112408,Oeste
102342,7070,76,93.03,67,97495,Este
102343,2006,15,133.73,74,80127,Norte
102344,3141,27,116.33,67,47920,Norte
102345,888,7,126.86,71,51652,Centro
102346,1855,22,84.32,62,58437,Centro
102347,164,3,54.67,85,102360,Este
102348,502,6,83.67,75,30000,Oeste
102349,842,13,64.77,80,117126,Sur
102350,2087,30,69.57,73,96810,Centro
102351,1396,24,58.17,82,157145,Norte
102352,3707,33,112.33,75,77633,Este
102353,817,19,43,64,99853,Sur
102354,1485,23,64.57,69,30000,Norte
102355,1103,23,47.96,85,31818,Este
102356,410,6,68.33,93,115527,Norte
102357,991,11,90.09,74,119177,Norte
102358,2116,36,58.78,82,36439,Oeste
102359,4883,44,110.98,76,123638,Este
102360,992,11,90.18,67,30000,Norte
102361,138,1,138,80,76565,Norte
102362,1702,19,89.58,78,143444,Centro
102363,363,3,121,83,91516,Este
102364,536,5,107.2,61,74493,Este
102365,14061,130,108.16,83,67647,Oeste
102366,3509,25,140.36,74,113508,Sur
102367,1456,11,132.36,83,69811,Centro
102368,8165,80,102.06,75,30000,Este
102369,2811,44,63.89,79,95100,Norte
102370,3415,27,126.48,77,123415,Norte
102371,315,5,63,78,58580,Norte
102372,2096,43,48.74,78,30000,Centro
102373,2647,57,46.44,86,96840,Oeste
102374,462,4,115.5,74,59139,Norte
102375,892,13,68.62,68,60639,Sur
102376,1041,14,74.36,74,104268,Centro
102377,8799,78,112.81,67,30000,Este
102378,985,20,49.25,80,105563,Norte
102379,2171,16,135.69,85,85260,Oeste
102380,29,1,29,76,30000,Centro
102381,1990,19,104.74,78,69654,Centro
102382,581,5,116.2,62,42131,Sur
102383,1910,13,146.92,62,115542,Norte
102384,3908,66,59.21,75,125012,Centro
102385,1776,15,118.4,70,69104,Oeste
102386,2517,25,100.68,83,30000,Oeste
102387,49,1,49,70,131187,Sur
102388,1245,13,95.77,73,86948,Oeste
102389,679,6,113.17,79,64569,Centro
102390,3224,34,94.82,84,107360,Sur
102391,11202,85,131.79,70,109943,Este
102392,872,12,72.67,76,54549,Centro
102393,38025,691,55.03,78,30000,Centro
102394,1714,22,77.91,68,91497,Norte
102395,333,4,83.25,75,129241,Centro
102396,1795,21,85.48,77,81131,Norte
102397,563,4,140.75,73,102656,Centro
102398,10002,100,100.02,81,107001,Sur
102399,2627,38,69.13,83,45645,Oeste
102400,376,4,94,69,30000,Norte
102401,511,5,102.2,74,113579,Sur
102402,7736,66,117.21,63,30000,Centro
102403,7005,52,134.71,77,76672,Sur
102404,553,12,46.08,72,30000,Norte
102405,5027,79,63.63,67,36188,Norte
102406,3697,87,42.49,78,104737,Sur
102407,299,3,99.67,66,100747,Centro
102408,976,23,42.43,90,30000,Oeste
102409,3610,53,68.11,78,100447,Norte
102410,529,6,88.17,82,100801,Centro
102411,1375,11,125,78,42341,Sur
102412,196,2,98,76,30000,Centro
102413,1897,33,57.48,80,188592,Oeste
102414,3713,38,97.71,69,90755,Norte
102415,577,5,115.4,82,50050,Este
102416,371,3,123.67,74,85040,Norte
102417,552,5,110.4,68,83064,Este
102418,2138,15,142.53,74,104662,Centro
102419,2378,21,113.24,77,52432,Este
102420,240,3,80,72,77687,Norte
102421,4077,29,140.59,74,114087,Este
102422,3558,34,104.65,81,62232,Sur
102423,974,8,121.75,81,71138,Sur
102424,1427,12,118.92,68,47995,Este
102425,2275,56,40.62,72,30000,Sur
102426,811,10,81.1,78,106941,Norte
102427,8274,56,147.75,85,107665,Norte
102428,4330,41,105.61,86,108415,Norte
102429,2584,18,143.56,61,36360,Oeste
102430,695,7,99.29,63,34830,Este
102431,1960,15,130.67,67,117156,Centro
102432,799,13,61.46,75,66102,Norte
102433,1785,35,51,76,112019,Norte
102434,831,13,63.92,51,147609,Este
102435,621,7,88.71,66,78644,Norte
102436,881,16,55.06,74,108172,Sur
102437,146,1,146,73,127212,Este
102438,1298,14,92.71,62,99147,Sur
102439,1643,25,65.72,73,93846,Norte
102440,1140,17,67.06,84,52774,Centro
102441,2817,46,61.24,75,30000,Centro
102442,2989,48,62.27,77,108725,Norte
102443,1597,31,51.52,69,115987,Sur
102444,593,6,98.83,77,79424,Sur
102445,455,4,113.75,88,86685,Centro
102446,4171,37,112.73,76,36958,Centro
102447,2360,18,131.11,60,98296,Norte
102448,2666,46,57.96,87,68799,Sur
102449,35,1,35,71,80163,Norte
102450,244,2,122,70,106611,Sur
102451,1113,12,92.75,70,64997,Sur
102452,508,6,84.67,79,45173,Centro
102453,1198,9,133.11,81,53079,Centro
102454,806,7,115.14,82,62608,Sur
102455,893,13,68.69,72,112702,Sur
102456,12361,91,135.84,75,30000,Centro
102457,1181,10,118.1,60,68011,Oeste
102458,1260,23,54.78,75,30000,Este
102459,790,10,79,86,70347,Norte
102460,7979,64,124.67,68,59995,Norte
102461,1410,10,141,69,138759,Norte
102462,1162,10,116.2,76,110975,Centro
102463,4101,61,67.23,77,50035,Norte
102464,869,14,62.07,82,131191,Sur
102465,3274,77,42.52,76,65878,Sur
102466,2971,30,99.03,93,82418,Este
102467,15177,203,74.76,89,95972,Norte
102468,330,3,110,76,142381,Norte
102469,385,3,128.33,89,107994,Norte
102470,2463,33,74.64,71,57532,Centro
102471,1897,19,99.84,88,61571,Centro
102472,1216,12,101.33,82,67439,Sur
102473,3282,39,84.15,74,33700,Sur
102474,1339,21,63.76,70,30000,Centro
102475,94,2,47,77,38842,Oeste
102476,198,2,99,88,84564,Centro
102477,1740,20,87,84,58281,Norte
102478,3077,24,128.21,84,100402,Centro
102479,1454,31,46.9,86,67276,Este
102480,3307,27,122.48,65,81839,Norte
102481,1123,18,62.39,72,30000,Norte
102482,32566,321,101.45,63,59358,Centro
102483,4715,32,147.34,66,30000,Oeste
102484,1547,19,81.42,68,30610,Centro
102485,586,14,41.86,85,64369,Norte
102486,6080,61,99.67,64,52834,Centro
102487,6711,57,117.74,84,64707,Norte
102488,13438,98,137.12,63,91367,Sur
102489,7304,49,149.06,77,30000,Sur
102490,354,2,177,85,121929,Oeste
102491,5142,68,75.62,69,57242,Centro
102492,1341,11,121.91,82,32646,Este
102493,594,5,118.8,79,99966,Centro
102494,1614,28,57.64,80,59517,Sur
102495,8684,66,131.58,83,111596,Oeste
102496,1535,11,139.55,82,30000,Centro
102497,1437,11,130.64,61,46294,Este
102498,1688,15,112.53,73,79453,Norte
102499,4790,58,82.59,81,110190,Centro
102500,945,8,118.12,63,84917,Este
102501,455,9,50.56,85,113970,Centro
102502,5136,40,128.4,71,77247,Sur
102503,2862,29,98.69,97,30000,Norte
102504,794,16,49.62,87,102873,Oeste
102505,374,7,53.43,88,68471,Centro
102506,3045,35,87,87,30000,Este
102507,2163,16,135.19,71,89408,Sur
102508,4310,84,51.31,73,30000,Este
102509,2692,33,81.58,78,127452,Norte
102510,6721,66,101.83,72,130696,Oeste
102511,4565,61,74.84,82,119211,Sur
102512,938,15,62.53,76,123418,Centro
102513,18454,246,75.02,70,55241,Centro
102514,1143,11,103.91,85,124595,Norte
102515,1322,13,101.69,89,70369,Norte
102516,3933,64,61.45,81,63621,Centro
102517,6335,44,143.98,77,39120,Norte
102518,3827,56,68.34,74,110300,Norte
102519,913,10,91.3,79,127784,Centro
102520,7344,71,103.44,80,30772,Sur
102521,5253,46,114.2,74,120039,Norte
102522,2974,36,82.61,63,30000,Norte
102523,1336,11,121.45,79,139452,Centro
102524,4472,87,51.4,67,92797,Norte
102525,9095,121,75.17,73,73942,Norte
102526,3306,24,137.75,76,108645,Norte
102527,1785,38,46.97,67,98430,Este
102528,1640,20,82,71,118400,Centro
102529,403,6,67.17,71,54598,Sur
102530,506,8,63.25,69,182842,Este
102531,3020,36,83.89,80,57916,Centro
102532,30219,240,125.91,70,86727,Norte
102533,956,10,95.6,77,35923,Centro
102534,4623,52,88.9,56,142297,Centro
102535,1902,15,126.8,77,30000,Este
102536,3740,79,47.34,82,30102,Centro
102537,709,16,44.31,87,45728,Centro
102538,2671,18,148.39,73,64494,Sur
102539,1187,11,107.91,84,128128,Norte
102540,450,4,112.5,74,59272,Norte
102541,2006,25,80.24,75,54466,Sur
102542,3098,24,129.08,90,30000,Centro
102543,1015,13,78.08,82,138532,Sur
102544,498,5,99.6,77,130688,Norte
102545,4441,55,80.75,71,44056,Norte
102546,10057,88,114.28,71,158138,Este
102547,1627,16,101.69,68,30000,Sur
102548,2106,38,55.42,82,118339,Sur
102549,3413,33,103.42,71,70793,Centro
102550,4725,66,71.59,70,30000,Centro
102551,420,6,70,68,30000,Oeste
102552,3391,35,96.89,90,109315,Sur
102553,2255,18,125.28,86,126142,Este
102554,3762,37,101.68,74,82526,Oeste
102555,5914,47,125.83,72,62962,Este
102556,1456,13,112,72,61113,Centro
102557,3740,42,89.05,72,68091,Centro
102558,1185,12,98.75,89,34635,Este
102559,2461,54,45.57,66,65040,Centro
102560,10440,132,79.09,80,139586,Norte
102561,691,12,57.58,75,99089,Sur
102562,2219,47,47.21,67,30000,Centro
102563,74,1,74,54,170639,Este
102564,1547,13,119,94,91106,Este
102565,4932,73,67.56,98,118271,Sur
102566,713,8,89.12,74,52684,Centro
102567,2944,46,64,92,82082,Centro
102568,5094,48,106.12,69,67222,Este
102569,2410,26,92.69,63,70471,Norte
102570,2843,51,55.75,90,57723,Sur
102571,2111,16,131.94,69,79917,Sur
102572,646,5,129.2,69,75658,Norte
102573,1104,11,100.36,72,112664,Oeste
102574,546,4,136.5,83,36034,Centro
102575,2849,31,91.9,77,64605,Sur
102576,4192,33,127.03,71,73565,Norte
102577,2502,58,43.14,69,108141,Centro
102578,2138,19,112.53,70,30000,Sur
102579,1193,22,54.23,64,100001,Este
102580,752,5,150.4,84,35070,Centro
102581,610,11,55.45,66,70207,Centro
102582,1101,11,100.09,64,83050,Norte
102583,1022,13,78.62,74,93109,Este
102584,2134,26,82.08,71,105446,Norte
102585,1972,19,103.79,84,30000,Sur
102586,2061,46,44.8,82,110986,Oeste
102587,2654,19,139.68,62,51232,Centro
102588,783,7,111.86,78,76725,Norte
102589,1921,17,113,79,162656,Centro
102590,645,16,40.31,74,30000,Norte
102591,246,4,61.5,78,62756,Centro
102592,11415,267,42.75,74,42487,Norte
102593,1319,20,65.95,77,98116,Oeste
102594,705,5,141,84,30000,Norte
102595,2335,28,83.39,95,47894,Centro
102596,3853,86,44.8,71,96614,Centro
102597,263,6,43.83,85,105071,Sur
102598,1323,16,82.69,64,31303,Norte
102599,1069,18,59.39,70,219912,Este
102600,2023,14,144.5,96,90017,Norte
102601,1439,22,65.41,66,90126,Este
102602,965,23,41.96,61,77489,Este
102603,2884,34,84.82,78,97801,Oeste
102604,238,2,119,77,132657,Este
102605,1833,13,141,60,109403,Sur
102606,3430,39,87.95,91,41759,Oeste
102607,142,2,71,56,88104,Norte
102608,1847,36,51.31,78,44642,Sur
102609,1806,12,150.5,87,30000,Norte
102610,6194,67,92.45,67,59475,Norte
102611,1134,26,43.62,77,109718,Sur
102612,3488,29,120.28,81,120928,Centro
102613,2007,14,143.36,74,30000,Centro
102614,16694,364,45.86,96,105731,Este
102615,25055,239,104.83,78,69407,Centro
102616,4277,31,137.97,60,30000,Centro
102617,698,9,77.56,76,96283,Norte
102618,19533,276,70.77,72,69265,Este
102619,4976,69,72.12,87,53604,Norte
102620,2792,61,45.77,76,30000,Centro
102621,3938,41,96.05,82,76263,Sur
102622,1126,20,56.3,61,79220,Este
102623,11977,82,146.06,72,30000,Este
102624,95,1,95,91,78596,Este
102625,4631,95,48.75,63,135325,Oeste
102626,12834,247,51.96,88,113214,Centro
102627,154,3,51.33,70,65773,Norte
102628,868,11,78.91,67,89348,Sur
102629,1262,14,90.14,75,86763,Este
102630,11051,109,101.39,70,67640,Norte
102631,376,5,75.2,76,111152,Centro
102632,377,4,94.25,78,69662,Este
102633,2093,46,45.5,77,30000,Centro
102634,69180,1189,58.18,79,66070,Centro
102635,1255,10,125.5,80,79241,Centro
102636,708,6,118,90,30000,Norte
102637,633,9,70.33,65,106550,Norte
102638,1343,12,111.92,82,30000,Centro
102639,786,10,78.6,80,75370,Sur
102640,566,11,51.45,61,66630,Sur
102641,8882,70,126.89,68,149494,Centro
102642,62829,465,135.12,95,153105,Sur
102643,3856,42,91.81,83,61716,Oeste
102644,2764,21,131.62,56,66862,Norte
102645,1202,13,92.46,85,129528,Este
102646,1169,26,44.96,83,145603,Centro
102647,1389,17,81.71,73,141277,Centro
102648,1077,13,82.85,87,93285,Sur
102649,2237,21,106.52,66,140859,Centro
102650,897,11,81.55,86,67263,Oeste
102651,965,20,48.25,93,98128,Este
102652,1365,10,136.5,90,59582,Sur
102653,5367,39,137.62,79,32869,Oeste
102654,232,3,77.33,78,53451,Centro
102655,2052,30,68.4,88,87709,Sur
102656,413,4,103.25,72,30000,Centro
102657,1976,47,42.04,97,144630,Este
102658,892,6,148.67,74,42886,Sur
102659,2464,31,79.48,73,64697,Sur
102660,9291,89,104.39,94,59220,Centro
102661,2092,43,48.65,76,144198,Centro
102662,1893,36,52.58,77,56225,Centro
102663,8715,68,128.16,82,106306,Oeste
102664,4813,33,145.85,80,150018,Este
102665,701,5,140.2,76,73226,Este
102666,2111,21,100.52,82,128379,Oeste
102667,320,4,80,71,53718,Norte
102668,758,9,84.22,69,106114,Sur
102669,433,5,86.6,74,30000,Este
102670,705,8,88.12,75,67387,Norte
102671,11378,250,45.51,82,89595,Centro
102672,568,5,113.6,87,31940,Norte
102673,1099,9,122.11,73,78138,Norte
102674,3104,22,141.09,82,107077,Sur
102675,5449,39,139.72,80,118279,Centro
102676,3438,49,70.16,98,79807,Sur
102677,1045,8,130.62,71,174112,Sur
102678,2996,20,149.8,83,59122,Sur
102679,33282,245,135.84,81,106752,Sur
102680,19702,176,111.94,86,133279,Sur
102681,3029,23,131.7,80,42323,Centro
102682,1041,15,69.4,68,30000,Sur
102683,6844,142,48.2,65,102319,Sur
102684,3269,28,116.75,73,30000,Norte
102685,296,2,148,55,107916,Sur
102686,21840,168,130,64,106605,Centro
102687,39134,478,81.87,77,87686,Sur
102688,2234,53,42.15,74,76185,Oeste
102689,12969,242,53.59,74,30000,Centro
102690,1046,8,130.75,66,64890,Centro
102691,821,18,45.61,83,84519,Centro
102692,386,3,128.67,72,44403,Centro
102693,11513,89,129.36,76,44392,Centro
102694,492,3,164,60,68945,Centro
102695,644,13,49.54,74,68881,Oeste
102696,214,1,214,70,30000,Oeste
102697,279,5,55.8,76,62444,Sur
102698,317,3,105.67,79,52395,Este
102699,4761,42,113.36,89,37800,Norte
102700,4954,89,55.66,90,30000,Centro
102701,5074,46,110.3,76,128090,Norte
102702,737,6,122.83,69,135295,Sur
102703,733,7,104.71,74,108409,Oeste
102704,596,7,85.14,73,75100,Sur
102705,5679,41,138.51,77,34910,Este
102706,6618,74,89.43,79,76339,Centro
102707,593,4,148.25,84,50006,Centro
102708,1023,8,127.88,61,86678,Centro
102709,10060,149,67.52,65,55595,Sur
102710,14873,282,52.74,88,99137,Norte
102711,20492,236,86.83,58,30000,Oeste
102712,2663,43,61.93,77,30000,Centro
102713,1576,25,63.04,65,131986,Sur
102714,2553,17,150.18,72,119707,Sur
102715,6134,72,85.19,79,117208,Este
102716,946,7,135.14,78,30000,Sur
102717,1543,15,102.87,65,63544,Centro
102718,441,4,110.25,84,123584,Centro
102719,197,2,98.5,74,73163,Oeste
102720,1029,11,93.55,85,96715,Norte
102721,1161,14,82.93,79,82140,Oeste
102722,384,3,128,62,98110,Norte
102723,640,13,49.23,81,156332,Oeste
102724,18076,147,122.97,69,141526,Centro
102725,5110,71,71.97,77,68989,Oeste
102726,3363,33,101.91,85,85184,Norte
102727,17003,137,124.11,89,30000,Centro
102728,16945,185,91.59,81,110654,Este
